X,Y,label,Var4
-5.0826087,-2.7825186,failed_prog,failed_prog
-5.141875,-2.9842372,failed_prog,failed_prog
-5.284544,-2.0812063,failed_prog,failed_prog
-4.5684,-2.787451,failed_prog,failed_prog
-5.614311,-3.481406,failed_prog,failed_prog
-4.7515683,-3.6537743,failed_prog,failed_prog
-4.651497,-2.851226,failed_prog,failed_prog
-4.826328,-3.0647252,failed_prog,failed_prog
-4.824842,-3.1385565,failed_prog,failed_prog
-4.9158325,-1.1319823,failed_prog,failed_prog
-5.350057,-3.4132948,failed_prog,failed_prog
-4.7440233,-3.0289118,failed_prog,failed_prog
-5.007267,-2.989935,failed_prog,failed_prog
-5.061772,-3.5154777,failed_prog,failed_prog
-5.0558133,-2.7389328,failed_prog,failed_prog
-4.299955,-3.077136,failed_prog,failed_prog
-5.0974717,-2.944864,failed_prog,failed_prog
-5.0002165,-3.1382942,failed_prog,failed_prog
-4.89897,-3.2858126,failed_prog,failed_prog
-5.1953745,-3.216541,failed_prog,failed_prog
-4.777273,-2.2265291,failed_prog,failed_prog
-2.5787132,-3.007814,failed_prog,failed_prog
-4.93419,-2.9476354,failed_prog,failed_prog
-5.0950937,-3.2659233,failed_prog,failed_prog
-4.963811,-2.981241,failed_prog,failed_prog
-5.027492,-3.1619954,failed_prog,failed_prog
-5.1267195,-3.355289,failed_prog,failed_prog
-4.6506214,-3.3401568,failed_prog,failed_prog
-4.7304425,-2.950909,failed_prog,failed_prog
-4.993399,-2.3628004,failed_prog,failed_prog
-4.8249965,-3.212235,failed_prog,failed_prog
-4.9875746,-3.3073194,failed_prog,failed_prog
-4.708837,-3.070895,failed_prog,failed_prog
-5.135565,-2.933526,failed_prog,failed_prog
-4.6625943,-2.8092935,failed_prog,failed_prog
-5.131965,-3.2995946,failed_prog,failed_prog
-4.7721157,-2.579489,failed_prog,failed_prog
-4.2722898,-3.235699,failed_prog,failed_prog
-5.135386,-3.0858493,failed_prog,failed_prog
-4.6783123,-3.254168,failed_prog,failed_prog
-5.152059,-2.0856771,failed_prog,failed_prog
-4.219494,-3.6246364,failed_prog,failed_prog
-5.2240486,-2.9936643,failed_prog,failed_prog
-5.029773,-3.0683374,failed_prog,failed_prog
-4.7927246,-3.357913,failed_prog,failed_prog
-4.43331,-2.7635598,failed_prog,failed_prog
-4.713587,-3.220753,failed_prog,failed_prog
-4.691806,-3.5597365,failed_prog,failed_prog
-5.048094,-3.2368896,failed_prog,failed_prog
